v8-version,6,8,275,24,-node.14,0
code-creation,Builtin,3,6737,0x8f8530989c0,40,KeyedLoadIC_Slow
code-creation,Builtin,3,6773,0x8f853098a40,15804,KeyedStoreIC_Megamorphic
code-creation,Builtin,3,6792,0x8f85309c840,44,KeyedStoreIC_Slow
code-creation,Builtin,3,6809,0x8f85309c8c0,40,LoadGlobalIC_Slow
code-creation,Builtin,3,6826,0x8f85309c940,92,LoadIC_FunctionPrototype
code-creation,Builtin,3,6843,0x8f85309c9e0,40,LoadIC_Slow
code-creation,Builtin,3,6859,0x8f85309ca60,16,LoadIC_StringLength
code-creation,Builtin,3,6875,0x8f85309cac0,20,LoadIC_StringWrapperLength
code-creation,Builtin,3,6893,0x8f85309cb20,3036,LoadIC_Uninitialized
code-creation,Builtin,3,6910,0x8f85309d740,44,StoreGlobalIC_Slow
code-creation,Builtin,3,6952,0x8f85309d7c0,6684,StoreIC_Uninitialized
code-creation,Builtin,3,6970,0x8f85309f220,40,StoreInArrayLiteralIC_Slow
code-creation,Builtin,3,6989,0x8f85309f2a0,1072,EnqueueMicrotask
code-creation,Builtin,3,7006,0x8f85309f720,1432,RunMicrotasks
code-creation,Builtin,3,7023,0x8f85309fd00,2452,HasProperty
code-creation,Builtin,3,7039,0x8f8530a06e0,1036,DeleteProperty
code-creation,Builtin,3,7055,0x8f8530a0b40,25,Abort
code-creation,Builtin,3,7071,0x8f8530a0ba0,40,AbortJS
code-creation,Builtin,3,7087,0x8f8530a0c20,15,EmptyFunction
code-creation,Builtin,3,7106,0x8f8530a0c80,15,Illegal
code-creation,Builtin,3,7122,0x8f8530a0ce0,15,StrictPoisonPillThrower
code-creation,Builtin,3,7139,0x8f8530a0d40,15,UnsupportedThrower
code-creation,Builtin,3,7156,0x8f8530a0da0,21,ArrayConstructor
code-creation,Builtin,3,7172,0x8f8530a0e00,9,InternalArrayConstructor
code-creation,Builtin,3,7189,0x8f8530a0e60,15,ArrayConcat
code-creation,Builtin,3,7206,0x8f8530a0ec0,948,ArrayIncludesSmiOrObject
code-creation,Builtin,3,7223,0x8f8530a12c0,120,ArrayIncludesPackedDoubles
code-creation,Builtin,3,7240,0x8f8530a1380,180,ArrayIncludesHoleyDoubles
code-creation,Builtin,3,7258,0x8f8530a1480,868,ArrayIndexOfSmiOrObject
code-creation,Builtin,3,7275,0x8f8530a1840,104,ArrayIndexOfPackedDoubles
code-creation,Builtin,3,7292,0x8f8530a1900,104,ArrayIndexOfHoleyDoubles
code-creation,Builtin,3,7309,0x8f8530a19c0,15,ArrayPop
code-creation,Builtin,3,7325,0x8f8530a1a20,15,ArrayPush
code-creation,Builtin,3,7341,0x8f8530a1a80,15,ArrayShift
code-creation,Builtin,3,7357,0x8f8530a1ae0,15,ArraySplice
code-creation,Builtin,3,7373,0x8f8530a1b40,15,ArrayUnshift
code-creation,Builtin,3,7390,0x8f8530a1ba0,1452,CloneFastJSArray
code-creation,Builtin,3,7407,0x8f8530a21a0,1478,ExtractFastJSArray
code-creation,Builtin,3,7425,0x8f8530a27c0,3044,ArrayEveryLoopContinuation
code-creation,Builtin,3,7442,0x8f8530a3400,142,ArrayEveryLoopEagerDeoptContinuation
code-creation,Builtin,3,7460,0x8f8530a34e0,500,ArrayEveryLoopLazyDeoptContinuation
code-creation,Builtin,3,7479,0x8f8530a3720,3036,ArraySomeLoopContinuation
code-creation,Builtin,3,7496,0x8f8530a4340,142,ArraySomeLoopEagerDeoptContinuation
code-creation,Builtin,3,7514,0x8f8530a4420,496,ArraySomeLoopLazyDeoptContinuation
code-creation,Builtin,3,7539,0x8f8530a4660,5124,ArrayFilterLoopContinuation
code-creation,Builtin,3,7557,0x8f8530a5ac0,142,ArrayFilterLoopEagerDeoptContinuation
code-creation,Builtin,3,7579,0x8f8530a5ba0,774,ArrayFilterLoopLazyDeoptContinuation
code-creation,Builtin,3,7598,0x8f8530a5f00,2928,ArrayMapLoopContinuation
code-creation,Builtin,3,7616,0x8f8530a6ac0,142,ArrayMapLoopEagerDeoptContinuation
code-creation,Builtin,3,7634,0x8f8530a6ba0,384,ArrayMapLoopLazyDeoptContinuation
code-creation,Builtin,3,7652,0x8f8530a6d60,2960,ArrayReduceLoopContinuation
code-creation,Builtin,3,7669,0x8f8530a7940,138,ArrayReducePreLoopEagerDeoptContinuation
code-creation,Builtin,3,7688,0x8f8530a7a20,142,ArrayReduceLoopEagerDeoptContinuation
code-creation,Builtin,3,7706,0x8f8530a7b00,142,ArrayReduceLoopLazyDeoptContinuation
code-creation,Builtin,3,7724,0x8f8530a7be0,2952,ArrayReduceRightLoopContinuation
code-creation,Builtin,3,7742,0x8f8530a87c0,154,ArrayReduceRightPreLoopEagerDeoptContinuation
code-creation,Builtin,3,7760,0x8f8530a88a0,142,ArrayReduceRightLoopEagerDeoptContinuation
code-creation,Builtin,3,7779,0x8f8530a8980,142,ArrayReduceRightLoopLazyDeoptContinuation
code-creation,Builtin,3,7797,0x8f8530a8a60,604,ArrayFindLoopContinuation
code-creation,Builtin,3,7815,0x8f8530a8d00,142,ArrayFindLoopEagerDeoptContinuation
code-creation,Builtin,3,7832,0x8f8530a8de0,142,ArrayFindLoopLazyDeoptContinuation
code-creation,Builtin,3,7850,0x8f8530a8ec0,305,ArrayFindLoopAfterCallbackLazyDeoptContinuation
code-creation,Builtin,3,7869,0x8f8530a9040,596,ArrayFindIndexLoopContinuation
code-creation,Builtin,3,7886,0x8f8530a92e0,150,ArrayFindIndexLoopEagerDeoptContinuation
code-creation,Builtin,3,7905,0x8f8530a93c0,150,ArrayFindIndexLoopLazyDeoptContinuation
code-creation,Builtin,3,7926,0x8f8530a94a0,309,ArrayFindIndexLoopAfterCallbackLazyDeoptContinuation
code-creation,Builtin,3,7967,0x8f8530a9620,4048,FlattenIntoArray
code-creation,Builtin,3,7990,0x8f8530aa640,4096,FlatMapIntoArray
code-creation,Builtin,3,8008,0x8f8530ab680,15,ArrayBufferConstructor
code-creation,Builtin,3,8025,0x8f8530ab6e0,15,ArrayBufferConstructor_DoNotInitialize
code-creation,Builtin,3,8043,0x8f8530ab740,15,ArrayBufferPrototypeGetByteLength
code-creation,Builtin,3,8061,0x8f8530ab7a0,15,ArrayBufferIsView
code-creation,Builtin,3,8077,0x8f8530ab800,15,ArrayBufferPrototypeSlice
code-creation,Builtin,3,8094,0x8f8530ab860,15,BigIntConstructor
code-creation,Builtin,3,8111,0x8f8530ab8c0,15,BigIntAsUintN
code-creation,Builtin,3,8127,0x8f8530ab920,15,BigIntAsIntN
code-creation,Builtin,3,8143,0x8f8530ab980,15,BigIntPrototypeToLocaleString
code-creation,Builtin,3,8160,0x8f8530ab9e0,15,BigIntPrototypeToString
code-creation,Builtin,3,8177,0x8f8530aba40,15,BigIntPrototypeValueOf
code-creation,Builtin,3,8194,0x8f8530abaa0,15,BooleanConstructor
code-creation,Builtin,3,8211,0x8f8530abb00,15,CallSitePrototypeGetColumnNumber
code-creation,Builtin,3,8228,0x8f8530abb60,15,CallSitePrototypeGetEvalOrigin
code-creation,Builtin,3,8246,0x8f8530abbc0,15,CallSitePrototypeGetFileName
code-creation,Builtin,3,8263,0x8f8530abc20,15,CallSitePrototypeGetFunction
code-creation,Builtin,3,8281,0x8f8530abc80,15,CallSitePrototypeGetFunctionName
code-creation,Builtin,3,8298,0x8f8530abce0,15,CallSitePrototypeGetLineNumber
code-creation,Builtin,3,8316,0x8f8530abd40,15,CallSitePrototypeGetMethodName
code-creation,Builtin,3,8333,0x8f8530abda0,15,CallSitePrototypeGetPosition
code-creation,Builtin,3,8350,0x8f8530abe00,15,CallSitePrototypeGetScriptNameOrSourceURL
code-creation,Builtin,3,8369,0x8f8530abe60,15,CallSitePrototypeGetThis
code-creation,Builtin,3,8386,0x8f8530abec0,15,CallSitePrototypeGetTypeName
code-creation,Builtin,3,8403,0x8f8530abf20,15,CallSitePrototypeIsConstructor
code-creation,Builtin,3,8420,0x8f8530abf80,15,CallSitePrototypeIsEval
code-creation,Builtin,3,8437,0x8f8530abfe0,15,CallSitePrototypeIsNative
code-creation,Builtin,3,8454,0x8f8530ac040,15,CallSitePrototypeIsToplevel
code-creation,Builtin,3,8472,0x8f8530ac0a0,15,CallSitePrototypeToString
code-creation,Builtin,3,8489,0x8f8530ac100,15,ConsoleDebug
code-creation,Builtin,3,8505,0x8f8530ac160,15,ConsoleError
code-creation,Builtin,3,8521,0x8f8530ac1c0,15,ConsoleInfo
code-creation,Builtin,3,8537,0x8f8530ac220,15,ConsoleLog
code-creation,Builtin,3,8553,0x8f8530ac280,15,ConsoleWarn
code-creation,Builtin,3,8569,0x8f8530ac2e0,15,ConsoleDir
code-creation,Builtin,3,8585,0x8f8530ac340,15,ConsoleDirXml
code-creation,Builtin,3,8601,0x8f8530ac3a0,15,ConsoleTable
code-creation,Builtin,3,8617,0x8f8530ac400,15,ConsoleTrace
code-creation,Builtin,3,8633,0x8f8530ac460,15,ConsoleGroup
code-creation,Builtin,3,8649,0x8f8530ac4c0,15,ConsoleGroupCollapsed
code-creation,Builtin,3,8666,0x8f8530ac520,15,ConsoleGroupEnd
code-creation,Builtin,3,8682,0x8f8530ac580,15,ConsoleClear
code-creation,Builtin,3,8698,0x8f8530ac5e0,15,ConsoleCount
code-creation,Builtin,3,8714,0x8f8530ac640,15,ConsoleCountReset
code-creation,Builtin,3,8731,0x8f8530ac6a0,15,ConsoleAssert
code-creation,Builtin,3,8747,0x8f8530ac700,15,ConsoleMarkTimeline
code-creation,Builtin,3,8764,0x8f8530ac760,15,ConsoleProfile
code-creation,Builtin,3,8780,0x8f8530ac7c0,15,ConsoleProfileEnd
code-creation,Builtin,3,8797,0x8f8530ac820,15,ConsoleTimeline
code-creation,Builtin,3,8813,0x8f8530ac880,15,ConsoleTimelineEnd
code-creation,Builtin,3,8830,0x8f8530ac8e0,15,ConsoleTime
code-creation,Builtin,3,8846,0x8f8530ac940,15,ConsoleTimeEnd
code-creation,Builtin,3,8862,0x8f8530ac9a0,15,ConsoleTimeStamp
code-creation,Builtin,3,8878,0x8f8530aca00,15,ConsoleContext
code-creation,Builtin,3,8895,0x8f8530aca60,15,DataViewConstructor
code-creation,Builtin,3,8911,0x8f8530acac0,15,DataViewPrototypeGetBuffer
code-creation,Builtin,3,8929,0x8f8530acb20,15,DataViewPrototypeGetByteLength
code-creation,Builtin,3,8946,0x8f8530acb80,15,DataViewPrototypeGetByteOffset
code-creation,Builtin,3,8963,0x8f8530acbe0,15,DataViewPrototypeGetInt8
code-creation,Builtin,3,9000,0x8f8530acc40,15,DataViewPrototypeSetInt8
code-creation,Builtin,3,9018,0x8f8530acca0,15,DataViewPrototypeGetUint8
code-creation,Builtin,3,9035,0x8f8530acd00,15,DataViewPrototypeSetUint8
code-creation,Builtin,3,9052,0x8f8530acd60,15,DataViewPrototypeGetInt16
code-creation,Builtin,3,9069,0x8f8530acdc0,15,DataViewPrototypeSetInt16
code-creation,Builtin,3,9086,0x8f8530ace20,15,DataViewPrototypeGetUint16
code-creation,Builtin,3,9103,0x8f8530ace80,15,DataViewPrototypeSetUint16
code-creation,Builtin,3,9120,0x8f8530acee0,15,DataViewPrototypeGetInt32
code-creation,Builtin,3,9137,0x8f8530acf40,15,DataViewPrototypeSetInt32
code-creation,Builtin,3,9154,0x8f8530acfa0,15,DataViewPrototypeGetUint32
code-creation,Builtin,3,9171,0x8f8530ad000,15,DataViewPrototypeSetUint32
code-creation,Builtin,3,9188,0x8f8530ad060,15,DataViewPrototypeGetFloat32
code-creation,Builtin,3,9205,0x8f8530ad0c0,15,DataViewPrototypeSetFloat32
code-creation,Builtin,3,9222,0x8f8530ad120,15,DataViewPrototypeGetFloat64
code-creation,Builtin,3,9239,0x8f8530ad180,15,DataViewPrototypeSetFloat64
code-creation,Builtin,3,9257,0x8f8530ad1e0,15,DataViewPrototypeGetBigInt64
code-creation,Builtin,3,9274,0x8f8530ad240,15,DataViewPrototypeSetBigInt64
code-creation,Builtin,3,9291,0x8f8530ad2a0,15,DataViewPrototypeGetBigUint64
code-creation,Builtin,3,9308,0x8f8530ad300,15,DataViewPrototypeSetBigUint64
code-creation,Builtin,3,9326,0x8f8530ad360,15,DateConstructor
code-creation,Builtin,3,9342,0x8f8530ad3c0,15,DatePrototypeGetYear
code-creation,Builtin,3,9359,0x8f8530ad420,15,DatePrototypeSetYear
code-creation,Builtin,3,9376,0x8f8530ad480,15,DateNow
code-creation,Builtin,3,9391,0x8f8530ad4e0,15,DateParse
code-creation,Builtin,3,9407,0x8f8530ad540,15,DatePrototypeSetDate
code-creation,Builtin,3,9424,0x8f8530ad5a0,15,DatePrototypeSetFullYear
code-creation,Builtin,3,9441,0x8f8530ad600,15,DatePrototypeSetHours
code-creation,Builtin,3,9458,0x8f8530ad660,15,DatePrototypeSetMilliseconds
code-creation,Builtin,3,9475,0x8f8530ad6c0,15,DatePrototypeSetMinutes
code-creation,Builtin,3,9492,0x8f8530ad720,15,DatePrototypeSetMonth
code-creation,Builtin,3,9508,0x8f8530ad780,15,DatePrototypeSetSeconds
code-creation,Builtin,3,9525,0x8f8530ad7e0,15,DatePrototypeSetTime
code-creation,Builtin,3,9542,0x8f8530ad840,15,DatePrototypeSetUTCDate
code-creation,Builtin,3,9559,0x8f8530ad8a0,15,DatePrototypeSetUTCFullYear
code-creation,Builtin,3,9576,0x8f8530ad900,15,DatePrototypeSetUTCHours
code-creation,Builtin,3,9593,0x8f8530ad960,15,DatePrototypeSetUTCMilliseconds
code-creation,Builtin,3,9610,0x8f8530ad9c0,15,DatePrototypeSetUTCMinutes
code-creation,Builtin,3,9627,0x8f8530ada20,15,DatePrototypeSetUTCMonth
code-creation,Builtin,3,9644,0x8f8530ada80,15,DatePrototypeSetUTCSeconds
code-creation,Builtin,3,9661,0x8f8530adae0,15,DatePrototypeToDateString
code-creation,Builtin,3,9678,0x8f8530adb40,15,DatePrototypeToISOString
code-creation,Builtin,3,9695,0x8f8530adba0,15,DatePrototypeToUTCString
code-creation,Builtin,3,9712,0x8f8530adc00,15,DatePrototypeToString
code-creation,Builtin,3,9729,0x8f8530adc60,15,DatePrototypeToTimeString
code-creation,Builtin,3,9746,0x8f8530adcc0,15,DatePrototypeToJson
code-creation,Builtin,3,9767,0x8f8530add20,15,DateUTC
code-creation,Builtin,3,9783,0x8f8530add80,15,ErrorConstructor
code-creation,Builtin,3,9799,0x8f8530adde0,15,ErrorCaptureStackTrace
code-creation,Builtin,3,9816,0x8f8530ade40,15,ErrorPrototypeToString
code-creation,Builtin,3,9833,0x8f8530adea0,15,MakeError
code-creation,Builtin,3,9849,0x8f8530adf00,15,MakeRangeError
code-creation,Builtin,3,9865,0x8f8530adf60,15,MakeSyntaxError
code-creation,Builtin,3,9882,0x8f8530adfc0,15,MakeTypeError
code-creation,Builtin,3,9898,0x8f8530ae020,15,MakeURIError
code-creation,Builtin,3,9914,0x8f8530ae080,15,FunctionConstructor
code-creation,Builtin,3,9931,0x8f8530ae0e0,64,FunctionPrototypeApply
code-creation,Builtin,3,9948,0x8f8530ae160,15,FunctionPrototypeBind
code-creation,Builtin,3,9964,0x8f8530ae1c0,47,FunctionPrototypeCall
code-creation,Builtin,3,9981,0x8f8530ae240,337,FunctionPrototypeHasInstance
code-creation,Builtin,3,10018,0x8f8530ae3e0,15,FunctionPrototypeToString
code-creation,Builtin,3,10036,0x8f8530ae440,243,CreateIterResultObject
code-creation,Builtin,3,10054,0x8f8530ae580,876,CreateGeneratorObject
code-creation,Builtin,3,10071,0x8f8530ae940,15,GeneratorFunctionConstructor
code-creation,Builtin,3,10088,0x8f8530ae9a0,15,AsyncFunctionConstructor
code-creation,Builtin,3,10105,0x8f8530aea00,15,GlobalDecodeURI
code-creation,Builtin,3,10122,0x8f8530aea60,15,GlobalDecodeURIComponent
code-creation,Builtin,3,10139,0x8f8530aeac0,15,GlobalEncodeURI
code-creation,Builtin,3,10155,0x8f8530aeb20,15,GlobalEncodeURIComponent
code-creation,Builtin,3,10172,0x8f8530aeb80,15,GlobalEscape
code-creation,Builtin,3,10189,0x8f8530aebe0,15,GlobalUnescape
code-creation,Builtin,3,10205,0x8f8530aec40,15,GlobalEval
code-creation,Builtin,3,10221,0x8f8530aeca0,15,JsonParse
code-creation,Builtin,3,10237,0x8f8530aed00,15,JsonStringify
code-creation,Builtin,3,10254,0x8f8530aed60,2771,LoadIC
code-creation,Builtin,3,10271,0x8f8530af880,2679,LoadIC_Noninlined
code-creation,Builtin,3,10288,0x8f8530b0340,32,LoadICTrampoline
code-creation,Builtin,3,10307,0x8f8530b03a0,6496,KeyedLoadIC
code-creation,Builtin,3,10323,0x8f8530b1d40,32,KeyedLoadICTrampoline
code-creation,Builtin,3,10349,0x8f8530b1da0,6188,StoreGlobalIC
code-creation,Builtin,3,10367,0x8f8530b3620,32,StoreGlobalICTrampoline
code-creation,Builtin,3,10399,0x8f8530b3680,13400,StoreIC
code-creation,Builtin,3,10417,0x8f8530b6b20,32,StoreICTrampoline
code-creation,Builtin,3,10441,0x8f8530b6b80,7680,KeyedStoreIC
code-creation,Builtin,3,10459,0x8f8530b89c0,32,KeyedStoreICTrampoline
code-creation,Builtin,3,10476,0x8f8530b8a20,576,StoreInArrayLiteralIC
code-creation,Builtin,3,10494,0x8f8530b8ca0,1919,LoadGlobalIC
code-creation,Builtin,3,10511,0x8f8530b9460,1895,LoadGlobalICInsideTypeof
code-creation,Builtin,3,10528,0x8f8530b9c20,32,LoadGlobalICTrampoline
code-creation,Builtin,3,10545,0x8f8530b9c80,32,LoadGlobalICInsideTypeofTrampoline
code-creation,Builtin,3,10563,0x8f8530b9ce0,1064,FindOrderedHashMapEntry
code-creation,Builtin,3,10580,0x8f8530ba160,15,MapPrototypeClear
code-creation,Builtin,3,10597,0x8f8530ba1c0,15,MathHypot
code-creation,Builtin,3,10614,0x8f8530ba220,111,AllocateHeapNumber
code-creation,Builtin,3,10631,0x8f8530ba2e0,315,ParseInt
code-creation,Builtin,3,10647,0x8f8530ba460,15,NumberPrototypeToExponential
code-creation,Builtin,3,10664,0x8f8530ba4c0,15,NumberPrototypeToFixed
code-creation,Builtin,3,10681,0x8f8530ba520,15,NumberPrototypeToLocaleString
code-creation,Builtin,3,10699,0x8f8530ba580,15,NumberPrototypeToPrecision
code-creation,Builtin,3,10716,0x8f8530ba5e0,15,NumberPrototypeToString
code-creation,Builtin,3,10733,0x8f8530ba640,1185,Add
code-creation,Builtin,3,10749,0x8f8530bab40,571,Subtract
code-creation,Builtin,3,10765,0x8f8530badc0,738,Multiply
code-creation,Builtin,3,10782,0x8f8530bb100,639,Divide
code-creation,Builtin,3,10798,0x8f8530bb3c0,667,Modulus
code-creation,Builtin,3,10814,0x8f8530bb6a0,665,Exponentiate
code-creation,Builtin,3,10830,0x8f8530bb980,520,BitwiseAnd
code-creation,Builtin,3,10847,0x8f8530bbbe0,520,BitwiseOr
code-creation,Builtin,3,10863,0x8f8530bbe40,520,BitwiseXor
code-creation,Builtin,3,10879,0x8f8530bc0a0,524,ShiftLeft
code-creation,Builtin,3,10895,0x8f8530bc300,524,ShiftRight
code-creation,Builtin,3,10911,0x8f8530bc560,655,ShiftRightLogical
code-creation,Builtin,3,10929,0x8f8530bc840,1358,LessThan
